,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,Station Absolute Height,X Distance,Y Distance,Distance To Station,Altitude Delta,Azimuth To Station,Height Delta,Station Total Downtilt,Station Downtilt Delta,Vertical Degree
0,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415235,3387190,508,0,5,-87.5,540,-150.0,10.0,150.33296378372907,-2,-46.18592516570965,-32,6,0,12.016678866514734
1,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415225,3387200,508,24,5,-96.67,540,-160.0,20.0,161.24515496597098,-2,-42.874983651098205,-32,6,0,11.224821667293003
2,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,414975,3387410,506,0,5,-109.67,540,-410.0,230.0,470.1063709417263,-4,-20.708637829015743,-34,6,0,4.136660621459317
3,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415015,3387370,506,0,5,-107.0,540,-370.0,190.0,415.9326868617084,-4,-22.8188889145228,-34,6,0,4.673195578831982
4,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,418530,3385125,504,0,5,-101.0,540,3145.0,-2055.0,3756.8670458242195,-6,-196.83867142807424,-36,6,0,0.5490172816003871
5,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415230,3387185,508,0,12,-90.0,540,-155.0,5.0,155.08062419270823,-2,-48.152389734005396,-32,6,0,11.659022013761225
6,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415285,3387100,512,0,10,-95.0,540,-100.0,-80.0,128.06248474865697,2,-88.65980825409011,-28,6,0,12.333251044177262
7,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,418525,3385140,504,0,5,-111.0,540,3140.0,-2040.0,3744.4892842682834,-6,-196.98896177213788,-36,6,0,0.5508319982298988
8,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415205,3387180,509,24,5,-92.73,540,-180.0,0.0,180.0,-1,-50.0,-31,6,0,9.771747352020865
9,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415305,3387120,511,0,5,-82.33,540,-80.0,-60.0,100.0,1,-86.86989764584402,-29,6,0,16.17215901578255
10,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415300,3387115,511,0,10,-80.33,540,-85.0,-65.0,107.00467279516349,1,-87.40535663140855,-29,6,0,15.163829175088749
11,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415315,3387110,511,0,5,-86.67,540,-70.0,-70.0,98.99494936611666,1,-95.0,-29,6,0,16.327642123088204
12,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415280,3387095,512,0,5,-83.0,540,-105.0,-85.0,135.09256086106296,2,-88.99099404250546,-28,6,0,11.709628077029894
13,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415115,3386990,513,0,14,-88.86,540,-270.0,-190.0,330.15148038438355,3,-85.13419305691565,-27,6,0,4.675281277900724
14,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415105,3387000,512,0,14,-89.5,540,-280.0,-180.0,332.86633954186476,2,-82.73522627210758,-28,6,0,4.8082781409984
15,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415295,3387090,512,0,5,-99.33,540,-90.0,-90.0,127.27922061357856,2,-95.0,-28,6,0,12.406805146827338
16,2031801,415385.0,3387180.0,30,320,3,3,2585.0,9.2,510,21,12,415210,3387165,509,0,5,-90.67,540,-175.0,-15.0,175.64168070250295,-1,-54.89909245378777,-31,6,0,10.009374701867817
