,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,Station Absolute Height,X Distance,Y Distance,Distance To Station,Altitude Delta,Azimuth To Station,Height Delta,Station Total Downtilt,Station Downtilt Delta,Vertical Degree
0,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414225,3394360,501,0,5,-93.0,531,10.0,-30.0,31.622776601683793,0,-18.434948822922024,-30,8,4,43.491519345092
1,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414330,3394525,501,21,5,-100.5,531,115.0,135.0,177.341478509682,0,-139.57392125990089,-30,8,4,9.601549773958919
2,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414275,3394470,501,0,6,-94.0,531,60.0,80.0,100.0,0,-143.13010235415595,-30,8,4,16.69924423399362
3,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414295,3394410,499,0,6,-95.22,531,80.0,20.0,82.46211251235322,-2,-104.03624346792645,-32,8,4,21.209091611163863
4,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414470,3393945,502,0,6,-92.67,531,255.0,-445.0,512.8840024800929,1,-29.814162737798654,-29,8,4,3.2362293182075614
5,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414465,3393960,502,0,6,-103.25,531,250.0,-430.0,497.3932046178355,1,-30.17352002964435,-29,8,4,3.3367940257035893
6,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414475,3393950,502,0,6,-127.0,531,260.0,-440.0,511.0772935672255,1,-30.579226872489016,-29,8,4,3.2476452642317124
7,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414265,3394480,501,0,6,-96.38,531,50.0,90.0,102.95630140987001,0,-150.94539590092285,-30,8,4,16.24537058353315
8,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414430,3393985,501,0,5,-123.67,531,215.0,-405.0,458.53026072441503,0,-27.962232204374345,-30,8,4,3.743323393915952
9,2142701,414215.0,3394390.0,30,180,6,2,2585.0,11.2,501,0,5,414425,3394000,501,0,5,-119.5,531,210.0,-390.0,442.944691807002,0,-28.300755766006375,-30,8,4,3.8746425467110615
