,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,Station Absolute Height,X Distance,Y Distance,Distance To Station,Altitude Delta,Azimuth To Station,Height Delta,Station Total Downtilt,Station Downtilt Delta,Vertical Degree
0,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,414615,3406320,495,0,5,-112.5,522,-585.0,1025.0,1180.1906625626218,-1,330.28522683455503,-27,6,0,1.3105647161008689
1,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415220,3406055,497,0,5,-101.0,522,20.0,760.0,760.2631123499285,1,1.5074357587749887,-25,6,0,1.8833986674452559
2,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415280,3405995,497,0,5,-91.35,522,80.0,700.0,704.5565981523415,1,6.519801751656985,-25,6,0,2.0321912901376717
3,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415255,3406030,497,0,5,-94.9,522,55.0,735.0,737.0549504616328,1,4.279463530245209,-25,6,0,1.9426578039258129
4,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415265,3406020,497,0,5,-92.44,522,65.0,725.0,727.9079612148778,1,5.123165537128159,-25,6,0,1.9670504443507058
5,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415305,3405980,496,0,5,-88.83,522,105.0,685.0,693.0007215003459,0,8.71473287486117,-26,6,0,2.148615215093658
6,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415240,3406035,497,0,5,-95.56,522,40.0,740.0,741.0802925459562,1,3.094058058917085,-25,6,0,1.9321138464018413
7,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415270,3406005,497,0,5,-91.36,522,70.0,710.0,713.4423592694787,1,5.63068275763527,-25,6,0,2.0069016406824605
8,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415250,3406025,497,0,5,-93.75,522,50.0,730.0,731.7103251970686,1,3.9182488640673796,-25,6,0,1.956836550328757
9,3183301,415200.0,3405295.0,26,0,3,3,2585.0,9.2,496,0,6,415230,3406045,497,0,5,-96.0,522,30.0,750.0,750.5997601918082,1,2.290610042638548,-25,6,0,1.907628068951258
