,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,Station Absolute Height,X Distance,Y Distance,Distance To Station,Altitude Delta,Azimuth To Station,Height Delta,Station Total Downtilt,Station Downtilt Delta,Vertical Degree
0,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414450,3393925,501,0,5,-93.0,507,-30.0,120.0,123.69316876852982,2,4.036243467926511,-6,0,0,2.777076804743984
1,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414460,3393955,502,0,6,-97.5,507,-20.0,150.0,151.32745950421557,3,-2.4053566314085515,-5,0,0,1.892417389241299
2,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411650,3395525,500,0,12,-104.5,507,-2830.0,1720.0,3311.6914107446664,1,48.70985985454604,-7,0,0,0.12110725594402824
3,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411670,3395545,501,0,5,-99.67,507,-2810.0,1740.0,3305.1021164254516,2,48.2335009541157,-6,0,0,0.10401321572618387
4,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411660,3395555,501,0,5,-92.0,507,-2820.0,1750.0,3318.8702897220915,2,48.17761131345435,-6,0,0,0.1035817228604008
5,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411640,3395535,499,0,6,-100.33,507,-2840.0,1730.0,3325.432302723963,0,48.65211042322693,-8,0,0,0.13783632025290984
6,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411630,3395585,501,0,6,-86.75,507,-2850.0,1780.0,3360.1934468122518,2,48.01269116971224,-6,0,0,0.1023078930293848
7,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411665,3395560,501,0,5,-92.84,507,-2815.0,1755.0,3317.2654400876636,2,48.05869576449561,-6,0,0,0.10363183423394222
8,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411645,3395540,500,0,5,-104.9,507,-2835.0,1735.0,3323.770449354167,1,48.533661801205426,-7,0,0,0.12066713683554367
9,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,411655,3395530,500,0,12,-103.0,507,-2825.0,1725.0,3310.0226585327177,1,48.590948447841356,-7,0,0,0.12116831214202933
10,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414605,3393770,501,24,13,-77.0,507,125.0,-35.0,129.80754985747168,2,-115.64224645720873,-6,0,0,2.6464575143915603
11,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414595,3393840,501,0,5,-89.75,507,115.0,35.0,120.20815280171308,2,-83.07248693585296,-6,0,0,2.857456898249667
12,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414515,3393760,498,0,6,-76.38,507,35.0,-45.0,57.0087712549569,-1,-152.1250163489018,-9,0,0,8.971268559630829
13,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414555,3393720,499,0,6,-86.16,507,75.0,-85.0,113.35784048754634,0,-148.57633437499734,-8,0,0,4.03684058310609
14,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414545,3393710,499,0,6,-91.33,507,65.0,-95.0,115.10864433221339,0,-155.61965527615513,-8,0,0,3.975638595545148
15,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414525,3393690,500,0,5,-89.78,507,45.0,-115.0,123.4908903522847,1,-168.6293777306568,-7,0,0,3.2443018257546146
16,2417401,414480.0,3393805.0,8,280,0,0,2585.0,12.2,499,0,6,414550,3393715,499,0,6,-82.36,507,70.0,-90.0,114.0175425099138,0,-152.1250163489018,-8,0,0,4.013560100989388
