,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,Station Absolute Height,X Distance,Y Distance,Distance To Station,Altitude Delta,Azimuth To Station,Height Delta,Station Total Downtilt,Station Downtilt Delta,Vertical Degree
0,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406365,3387000,490,0,6,-100.33,524,-205.0,-3300.0,3306.3612930228905,-10,-33.55471536667966,-34,10,2,0.5891636363459575
1,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406355,3387010,490,0,6,-102.29,524,-215.0,-3290.0,3297.0175917031443,-10,-33.738936661519546,-34,10,2,0.5908331995794925
2,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406385,3386980,490,0,5,-92.5,524,-185.0,-3320.0,3325.1503725395637,-10,-33.18938817791438,-34,10,2,0.5858347436759884
3,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406340,3387015,490,0,6,-100.5,524,-230.0,-3285.0,3293.0419068089614,-10,-34.00504076930454,-34,10,2,0.5915464610178497
4,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406370,3386985,490,0,5,-100.17,524,-200.0,-3315.0,3321.0277023837066,-10,-33.45257396183972,-34,10,2,0.5865619386855231
5,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406390,3386965,490,0,5,-96.0,524,-180.0,-3335.0,3339.854038726842,-10,-33.08942828400795,-34,10,2,0.5832557920154576
6,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406350,3387005,490,0,5,-91.5,524,-220.0,-3295.0,3302.336294201425,-10,-33.819845383118974,-34,10,2,0.5898816781402282
7,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406380,3386975,490,0,5,-100.0,524,-190.0,-3325.0,3330.42414716204,-10,-33.270487923183566,-34,10,2,0.5849071304200204
8,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406665,3390460,499,0,5,-101.0,524,95.0,160.0,186.07794065928394,-1,119.30027744918559,-25,10,2,7.651998610798499
9,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406685,3390440,499,0,5,-98.0,524,115.0,140.0,181.1767093199344,-1,110.59933933652059,-25,10,2,7.8564505070141415
10,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406690,3390425,499,51,5,-106.33,524,120.0,125.0,173.27723451163456,-1,106.16913932790743,-25,10,2,8.209837298254314
11,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406675,3390450,499,0,5,-103.08,524,105.0,150.0,183.09833423600554,-1,115.00797980144134,-25,10,2,7.775010464167394
12,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406680,3390435,499,0,5,-101.0,524,110.0,135.0,174.14074767268,-1,110.82634202955578,-25,10,2,8.16967800403405
13,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406660,3390455,499,0,5,-102.5,524,90.0,155.0,179.2344832893492,-1,119.85861444792465,-25,10,2,7.940504597670438
14,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406670,3390445,499,0,11,-97.1,524,100.0,145.0,176.13914953808538,-1,115.40771131249005,-25,10,2,8.078218578736193
15,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409490,3388790,495,0,6,-105.0,524,2920.0,-1510.0,3287.324139782994,-5,32.65546250180353,-29,10,2,0.5054367728769901
16,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406575,3386805,490,0,2,-100.0,524,5.0,-3495.0,3495.0035765360813,-10,-29.91803184488583,-34,10,2,0.5573656825536893
17,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406665,3390230,499,0,12,-79.06,524,95.0,-70.0,118.00423721205946,-1,23.615648184164115,-25,10,2,11.961634245241655
18,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406655,3390220,499,0,5,-71.75,524,85.0,-80.0,116.72617529928752,-1,16.7357045889284,-25,10,2,12.088772416817635
19,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406560,3390125,500,0,6,-94.5,524,-10.0,-175.0,175.28548142958104,0,-33.270487923183566,-24,10,2,7.796430761448924
20,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406555,3390360,501,0,12,-101.75,524,-15.0,60.0,61.84658438426491,1,164.0362434679265,-23,10,2,20.399561690505124
21,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406715,3390200,498,0,5,-86.46,524,145.0,-100.0,176.13914953808538,-2,25.40771131249005,-26,10,2,8.396827129736765
22,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406705,3390190,498,0,5,-87.11,524,135.0,-110.0,174.14074767268,-2,20.826342029555775,-26,10,2,8.491790183733658
23,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406670,3390235,499,0,12,-75.3,524,100.0,-65.0,119.26860441876563,-1,26.97613244420336,-25,10,2,11.838425516797985
24,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406550,3390355,501,0,12,-90.0,524,-20.0,55.0,58.52349955359813,1,169.98310652189997,-23,10,2,21.455051186406045
25,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406675,3390240,499,0,5,-80.67,524,105.0,-60.0,120.93386622447825,-1,30.255118703057775,-25,10,2,11.679918837509431
26,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406700,3390185,498,0,5,-81.61,524,130.0,-115.0,173.5655495770978,-2,18.50353164478446,-26,10,2,8.519519756403936
27,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406660,3390225,499,0,12,-72.0,524,90.0,-75.0,117.15374513859982,-1,20.194428907734817,-25,10,2,12.045943571935172
28,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406710,3390195,498,0,5,-83.57,524,140.0,-105.0,175.0,-2,23.13010235415598,-26,10,2,8.450698893602048
29,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406515,3390400,502,21,12,-105.33,524,-55.0,100.0,114.12712210513327,2,178.81079374297303,-22,10,2,10.91093036987454
30,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406695,3390180,498,0,5,-82.86,524,125.0,-120.0,173.27723451163456,-2,16.16913932790743,-26,10,2,8.533486805246254
31,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406690,3390175,498,0,5,-83.2,524,120.0,-125.0,173.27723451163456,-2,13.83086067209257,-26,10,2,8.533486805246254
32,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406685,3390170,498,0,5,-84.5,524,115.0,-130.0,173.5655495770978,-2,11.49646835521554,-26,10,2,8.519519756403936
33,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409665,3392470,501,36,12,-99.17,524,3095.0,2170.0,3779.937168789979,1,95.03548252838792,-23,10,2,0.3486266058808555
34,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409700,3392515,501,18,5,-100.0,524,3130.0,2215.0,3834.4654125444918,1,95.28581074588064,-23,10,2,0.34366906023769167
35,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409615,3392570,502,0,12,-101.0,524,3045.0,2270.0,3798.0159294031405,2,96.70395456727775,-22,10,2,0.3318819812910227
36,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409710,3392505,501,0,5,-82.89,524,3140.0,2205.0,3836.8769852576715,1,95.0776549072055,-23,10,2,0.3434530608528985
37,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409715,3392510,501,0,5,-83.2,524,3145.0,2210.0,3843.8424785623047,1,95.09581678702614,-23,10,2,0.3428306985014352
38,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409830,3392480,502,0,12,-98.33,524,3260.0,2180.0,3921.7343102255154,2,93.77110817846125,-22,10,2,0.3214123720125073
39,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409705,3392505,501,0,5,-99.25,524,3135.0,2205.0,3832.786192836746,1,95.1206094204909,-23,10,2,0.3438196248606761
40,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409725,3392525,500,0,12,-86.5,524,3155.0,2225.0,3860.6540896589013,0,95.19263059617458,-24,10,2,0.3561782441331323
41,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409715,3392515,500,0,5,-93.0,524,3145.0,2215.0,3846.7193814989937,0,95.15675044925925,-24,10,2,0.35746846336400767
42,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,409690,3392500,501,0,13,-94.5,524,3120.0,2200.0,3817.643252060098,1,95.18874313200394,-23,10,2,0.3451833757777768
43,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406585,3390415,500,0,6,-99.8,524,15.0,115.0,115.97413504743201,0,142.56859202882748,-24,10,2,11.691904414137008
44,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406635,3390445,499,0,5,-103.0,524,65.0,145.0,158.90248582070703,-1,125.85445803957833,-25,10,2,8.941008825225655
45,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406565,3390435,500,0,6,-101.0,524,-5.0,135.0,135.09256086106296,0,152.12109639666147,-24,10,2,10.073832614332776
46,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406595,3390405,500,0,6,-96.36,524,25.0,105.0,107.93516572461452,0,136.60750224624888,-24,10,2,12.536095663306144
47,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406580,3390420,500,0,6,-98.0,524,10.0,120.0,120.41594578792295,0,145.23635830927384,-24,10,2,11.271867138973722
48,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406735,3390265,499,0,6,-90.8,524,165.0,-35.0,168.67127793433,-1,48.02386755579664,-25,10,2,8.430845533255521
49,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406745,3390255,499,0,6,-89.0,524,175.0,-45.0,180.6931099959265,-1,45.579226872489016,-25,10,2,7.877213561449914
50,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406730,3390270,499,0,6,-89.0,524,160.0,-30.0,162.78820596099706,-1,49.38034472384487,-25,10,2,8.730916552103588
51,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406720,3390280,499,0,6,-91.73,524,150.0,-20.0,151.32745950421557,-1,52.40535663140855,-25,10,2,9.380799540456731
52,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406750,3390250,499,0,6,-88.0,524,180.0,-50.0,186.81541692269406,-1,44.475889003245754,-25,10,2,7.622147252079221
53,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406590,3390410,500,0,6,-97.5,524,20.0,110.0,111.80339887498948,0,139.69515353123398,-24,10,2,12.115397353409604
54,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406725,3390275,499,0,6,-86.2,524,155.0,-25.0,157.00318468107582,-1,50.8376529542783,-25,10,2,9.0473915128636
55,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406740,3390260,499,0,6,-86.17,524,170.0,-40.0,174.64249196572982,-1,46.75948008481279,-25,10,2,8.146522188158361
56,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406575,3390425,500,0,6,-102.33,524,5.0,125.0,125.09996003196804,0,147.7093899573615,-24,10,2,10.860047531417091
57,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406755,3390245,499,0,6,-89.83,524,185.0,-55.0,193.00259065618783,-1,43.44292862436333,-25,10,2,7.380538381530404
58,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406715,3390525,499,0,5,-101.14,524,145.0,225.0,267.67517628648346,-1,117.20046872738078,-25,10,2,5.335762788592479
59,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406770,3390310,499,0,11,-104.4,524,200.0,10.0,200.24984394500785,-1,62.86240522611175,-25,10,2,7.11621793804893
60,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406775,3390305,499,0,11,-101.0,524,205.0,5.0,205.0609665440988,-1,61.39718102729637,-25,10,2,6.950910514866538
61,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406570,3390430,500,0,6,-95.33,524,0.0,130.0,130.0,0,150.0,-24,10,2,10.459909092929127
62,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406710,3390530,499,0,6,-95.5,524,140.0,230.0,269.2582403567252,-1,118.67130713219584,-25,10,2,5.30457143909761
63,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,407295,3390295,497,0,5,-109.0,524,725.0,-5.0,725.0172411743048,-3,59.604862957492514,-27,10,2,2.132737548038791
64,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406675,3390415,499,51,5,-100.5,524,105.0,115.0,155.72411502397438,-1,107.60256220249983,-25,10,2,9.12045995170039
65,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406705,3390445,499,0,5,-104.33,524,135.0,145.0,198.11612756158948,-1,107.04540848888723,-25,10,2,7.192061472769125
66,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406695,3390475,499,0,11,-96.26,524,125.0,175.0,215.05813167606567,-1,114.46232220802563,-25,10,2,6.630737768078657
67,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406655,3390435,499,0,11,-100.09,524,85.0,135.0,159.53056133543816,-1,117.80426606528675,-25,10,2,8.906373266913725
68,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406670,3390420,499,51,5,-105.0,524,100.0,120.0,156.20499351813308,-1,110.19442890773482,-25,10,2,9.09285230267862
69,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406665,3390405,499,0,11,-105.0,524,95.0,105.0,141.59802258506295,-1,107.86240522611175,-25,10,2,10.012733329868189
70,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406650,3390440,499,0,5,-100.2,524,80.0,140.0,161.24515496597098,-1,120.25511870305778,-25,10,2,8.813162287374709
71,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406640,3390430,499,0,5,-96.4,524,70.0,130.0,147.648230602334,-1,121.69924423399362,-25,10,2,9.61025033618004
72,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406690,3390480,499,0,11,-100.88,524,120.0,180.0,216.33307652783935,-1,116.30993247402023,-25,10,2,6.592004890462237
73,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406710,3390460,499,0,11,-97.8,524,140.0,160.0,212.60291625469299,-1,108.81407483429035,-25,10,2,6.706618322275436
74,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406645,3390425,499,0,11,-106.29,524,75.0,125.0,145.7737973711325,-1,119.03624346792648,-25,10,2,9.731475473157628
75,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406660,3390410,499,0,5,-99.0,524,90.0,110.0,142.12670403551894,-1,110.71059313749964,-25,10,2,9.976237648259602
76,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406700,3390450,499,0,5,-96.67,524,130.0,150.0,198.4943324127921,-1,109.08561677997488,-25,10,2,7.178501034625142
77,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406685,3390465,499,0,11,-95.5,524,115.0,165.0,201.12185361118767,-1,115.12467165539783,-25,10,2,7.085678247777987
78,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406680,3390470,499,0,11,-99.75,524,110.0,170.0,202.48456731316588,-1,117.0947570770121,-25,10,2,7.03847179108026
79,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406645,3390205,498,0,5,-79.5,524,75.0,-95.0,121.03718436910205,-2,8.290163192243085,-26,10,2,12.123475645107014
80,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406660,3390230,499,0,5,-72.43,524,90.0,-70.0,114.0175425099138,-1,22.125016348901795,-25,10,2,12.367217013352775
81,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406535,3390335,501,0,12,-95.5,524,-35.0,35.0,49.49747468305833,1,195.0,-23,10,2,24.922887585503027
82,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406675,3390235,499,0,12,-79.48,524,105.0,-65.0,123.4908903522847,-1,28.240519915187207,-25,10,2,11.4445185981727
83,222801,406570.0,3390300.0,24,120,6,4,2585.0,9.2,500,0,13,406550,3390360,501,0,12,-94.4,524,-20.0,60.0,63.245553203367585,1,168.43494882292202,-23,10,2,19.984400325776203
