,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,Station Absolute Height,X Distance,Y Distance,Distance To Station,Altitude Delta,Azimuth To Station,Height Delta,Station Total Downtilt,Station Downtilt Delta,Vertical Degree
0,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406025,3391285,499,0,13,-91.73,507,-75.0,30.0,80.77747210701756,0,78.19859051364818,-8,3,3,5.655987551197803
1,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,405995,3391255,499,0,5,-91.64,507,-105.0,0.0,105.0,0,100.0,-8,3,3,4.356975005846297
2,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,405960,3391270,499,0,5,-97.43,507,-140.0,15.0,140.80127840328723,0,93.88449643371462,-8,3,3,3.2519161377359795
3,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406065,3391325,500,0,6,-98.19,507,-35.0,70.0,78.26237921249263,1,36.565051177077976,-7,3,3,5.111089695288715
4,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406070,3391340,500,0,6,-97.58,507,-30.0,85.0,90.13878188659973,1,29.44003482817618,-7,3,3,4.440564856211882
5,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406055,3391355,500,0,6,-99.75,507,-45.0,100.0,109.65856099730654,1,34.227745317954145,-7,3,3,3.652492012143579
6,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406075,3391335,500,0,6,-94.27,507,-25.0,80.0,83.81527307120105,1,27.35402463626133,-7,3,3,4.774092172588492
7,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,405965,3391265,499,0,5,-95.75,507,-135.0,10.0,135.36986370680884,0,95.76360520094119,-8,3,3,3.3820949862936542
8,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406060,3391330,500,0,6,-99.08,507,-40.0,75.0,85.0,1,38.072486935852965,-7,3,3,4.7078522443722255
9,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406045,3391345,500,0,5,-97.53,507,-55.0,90.0,105.47511554864494,1,41.42956561483851,-7,3,3,3.7969445989616983
10,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406015,3391315,499,0,5,-96.0,507,-85.0,60.0,104.04326023342406,0,64.78240703180728,-8,3,3,4.396883587154512
11,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406040,3391350,500,0,5,-94.86,507,-60.0,95.0,112.36102527122117,1,42.27564431457762,-7,3,3,3.56487299728159
12,1934101,406100.0,3391255.0,8,260,3,0,2585.0,11.2,499,0,6,406035,3391295,499,0,13,-90.87,507,-65.0,40.0,76.32168761236873,0,68.39249775375112,-8,3,3,5.983862802654128
